0_1raw_cs,0_1fft_cs,0_1raw_cs_rand,0_1fft_rand_cs,0_2raw_cs,0_2fft_cs,0_2raw_cs_rand,0_2fft_rand_cs,0_3raw_cs,0_3fft_cs,0_3raw_cs_rand,0_3fft_rand_cs,1_2raw_cs,1_2fft_cs,1_2raw_cs_rand,1_2fft_rand_cs,1_3raw_cs,1_3fft_cs,1_3raw_cs_rand,1_3fft_rand_cs,2_3raw_cs,2_3fft_cs,2_3raw_cs_rand,2_3fft_rand_cs,raw_min,fft_min
0.8748786127338111,0.8740160057429237,0.2219220600344816,-0.044610966566113935,0.8701318301245261,0.8404031094896071,0.16504854413674117,0.047126938174886744,0.5307247003518907,0.5296948335627223,0.1046155870231004,0.1278181576435179,0.8071609032882266,0.8269869693720093,0.30813787751623295,0.15437474930193557,0.6614342222135577,0.5848496760885923,-0.059200108366479126,-0.004330453042295106,0.5367609295472207,0.5638576487829718,-0.16107110788998688,0.14892571241124603,0.5307247003518907,0.5296948335627223
0.8865043856832903,0.8631758439681907,0.13517143295715453,0.13137926415990595,0.8953658589559715,0.8662050128486553,-0.21678079163981928,-0.03116588865628461,0.8241997517815609,0.7820266581899737,-0.10048930474142503,-0.0895204825614453,0.8606198118284372,0.8563506097695928,-0.1346097163333382,-0.11425746857033696,0.775608411904203,0.6975649081613617,-0.15017310305654383,-0.1297099739352001,0.8241915197637735,0.7912846874316396,0.16407765102359154,0.17943757041808392,0.775608411904203,0.6975649081613617
0.9019580014628642,0.8872397611319452,-0.007427643743358416,-0.0137914410142825,0.8991564896687574,0.8799246716813471,-0.11350630772222502,0.08771529693289384,0.7605572085880955,0.7389019918529499,-0.01607767052283794,0.0007279387110262122,0.8500205156121743,0.8601185240156641,0.006325340971946544,2.1583980462432644e-05,0.7515439410974191,0.6963430705761421,0.007678550812940589,-0.1579659637146023,0.778408101644463,0.7610522440765136,-0.16109555237974746,-0.04150704186717828,0.7515439410974191,0.6963430705761421
0.8947611337839819,0.8944929810488204,-0.19717894995732466,0.041871810541580734,0.9054958762708752,0.8861121151169786,0.16111601134173942,0.11746976979761733,0.7011648548586026,0.6900250374577602,0.022843181737661793,-0.06251904822109035,0.8413866369103923,0.8566548917209424,-0.016500077192331618,0.02949256166380614,0.7715227106404843,0.7140640064339293,0.03750122443255509,0.07117590168665777,0.7466291339078217,0.7357607004286716,0.16845613203424467,0.04645353707997529,0.7011648548586026,0.6900250374577602
0.8722394336550898,0.8852300310191441,0.015457926372387208,0.017373626280905274,0.9108348951790143,0.8910017677692746,0.09953340746396692,0.01799242170342228,0.682163662777531,0.687898081916015,0.06735768730186008,-0.043177730374090825,0.8532980854087743,0.8581618556761962,0.14806218534040239,0.09113246211731484,0.8382301030290993,0.7809948667518584,0.12376819998458205,0.07176769938654047,0.7516236767309012,0.7528976839840269,0.19892730359097052,0.12483956954054225,0.682163662777531,0.687898081916015
0.8230241048178971,0.8482427774249576,0.29513066206202926,0.1596156528013213,0.8991080382178152,0.8799394243655727,-0.11006573244801929,0.00097944479144581,0.7046747490482541,0.7050388315790498,0.2638574314499198,0.09474576922637798,0.8557903983239329,0.8544780542261203,-0.0390354105136536,0.03860002306888907,0.9075241288723216,0.8497297911642733,0.16463165847879307,0.05638008115910413,0.7947466846556293,0.7863928222047913,-0.2582824446793367,-0.12664238427395064,0.7046747490482541,0.7050388315790498
0.9326761378662016,0.8891533205093373,-0.1707840893248315,-0.14532092024251592,0.9179670136997284,0.8785211912842739,0.02910621939749501,0.08537438230274844,0.9181112736928317,0.8551573167883738,-0.170599594170192,-0.08560429431348313,0.917272744600252,0.8796401509887427,0.29638672969087004,0.16234044982351448,0.9129848986902692,0.8109849530806025,0.1785219367028999,0.07921507494849364,0.9310088347711094,0.8751607415494145,-0.05359192541695545,0.009381726065807786,0.9129848986902692,0.8109849530806025
0.9355319959673113,0.9132199448567845,-0.3211285796384312,-0.0629785949675846,0.9233306879343718,0.9017431386401025,0.18533712873370198,0.12535132346325537,0.8776342008724244,0.8481878353732991,0.24536402718690242,0.08639019448224855,0.9221482480611736,0.9015932133485834,-0.3221606483456343,-0.21014956862024986,0.8859876230189668,0.8154651209082063,-0.3228720903091516,-0.1257133114554588,0.9130794821227244,0.8782469562735886,0.4600342697744688,0.11808955116478843,0.8776342008724244,0.8154651209082063
0.9305432701255905,0.9169067362030046,0.050057960553949093,0.07318693306524397,0.9265547107154689,0.9111980490155023,-0.05772629972727498,-0.0702253554533104,0.8377971415065139,0.8198312104576982,0.021051039086260326,0.07100270524281842,0.8962929848496485,0.8915585774794694,0.04672260356436159,0.10043052016762095,0.8578437653274579,0.7959431091349212,-0.07197524848122254,-0.09168350301480557,0.8681038662776238,0.8392572874644061,0.4120798586981381,0.10915937550313834,0.8377971415065139,0.7959431091349212
0.9220690655371819,0.9151164478977878,0.2265947982892102,0.052528224435040634,0.9307252450208656,0.9174094424269668,-0.0008515033331608575,-0.018140551548192812,0.8150774099355103,0.8026857100929723,-0.03275772649440816,-0.036495659562908365,0.8836046883517324,0.8834734206504116,0.051797732142984804,0.01603025080714187,0.845898175644395,0.7987597990038244,-0.23866810645159994,-0.08405068592615274,0.8377828704046634,0.813053256160961,-0.25316264790877435,-0.059635266455802284,0.8150774099355103,0.7987597990038244
